Soil Moisture,Temperature, Soil Humidity,Time,Status
8,25,24,82,ON
51,1,45,67,OFF
75,39,59,0,OFF
44,13,42,105,OFF
80,12,27,110,OFF
30,36,34,72,ON
55,21,27,4,ON
30,16,55,104,OFF
25,29,61,9,ON
60,8,65,77,ON
42,9,30,9,OFF
55,37,57,36,ON
64,21,64,93,OFF
48,22,45,92,OFF
49,24,37,107,OFF
42,28,32,30,ON
54,45,47,44,ON
65,29,45,75,ON
4,42,50,26,ON
78,32,36,39,OFF
66,2,64,11,OFF
60,43,66,46,ON
16,10,46,95,OFF
35,9,25,99,OFF
50,4,66,48,ON
86,35,23,81,ON
34,39,58,90,ON
51,11,64,54,ON
86,11,30,84,OFF
44,11,41,101,OFF
32,9,65,12,ON
73,24,43,10,OFF
34,32,39,45,ON
63,25,21,70,ON
17,25,39,11,OFF
77,39,56,24,OFF
70,16,62,31,OFF
79,42,20,18,OFF
27,28,20,70,ON
22,45,22,10,ON
62,32,33,59,ON
21,14,58,92,OFF
76,31,53,10,OFF
54,12,55,4,ON
59,9,38,57,ON
83,15,57,106,OFF
88,21,36,68,ON
54,17,42,34,ON
9,26,20,13,ON
12,11,28,95,OFF
84,33,25,76,ON
52,32,29,10,ON
70,27,53,104,OFF
90,24,63,16,OFF
8,2,30,57,ON
5,31,27,40,ON
89,32,54,17,OFF
75,17,56,5,OFF
89,4,28,78,OFF
1,27,67,88,ON
90,31,33,56,ON
6,35,65,5,ON
36,0,69,103,OFF
54,21,42,10,ON
76,34,65,50,ON
22,41,58,74,ON
19,9,28,106,OFF
2,17,40,40,ON
39,42,24,101,OFF
32,41,40,59,ON
36,24,48,43,ON
15,11,40,39,ON
9,8,58,77,ON
20,4,60,0,OFF
6,14,58,31,ON
74,9,44,104,OFF
89,12,68,71,ON
48,43,22,74,ON
17,19,67,40,ON
44,21,67,17,ON
65,42,35,106,OFF
35,20,49,82,ON
72,30,65,107,OFF
45,7,48,13,ON
88,2,33,81,ON
76,2,52,20,OFF
53,28,29,57,OFF
52,40,65,72,ON
73,29,56,101,OFF
12,17,41,62,ON
15,21,22,78,ON
44,39,21,28,ON
81,0,58,38,OFF
1,41,41,64,ON
75,20,53,54,OFF
52,22,36,47,ON
79,17,26,33,OFF
42,41,58,89,ON
74,2,22,45,OFF
72,37,32,65,ON
20,17,34,18,OFF
12,25,31,59,ON
56,27,66,84,ON
84,22,64,62,ON
26,43,57,20,ON
80,45,56,94,OFF
86,11,32,61,ON
53,34,55,90,ON
63,35,38,97,OFF
29,0,42,58,OFF
70,19,32,70,ON
40,33,30,59,ON
90,17,68,16,OFF
5,23,33,108,OFF
26,36,33,91,OFF
77,21,55,50,OFF
15,45,33,93,OFF
13,10,66,43,ON
84,16,37,59,ON
23,45,43,49,ON
58,22,23,110,OFF
82,5,49,25,OFF
32,28,23,56,ON
61,28,56,65,ON
47,29,46,12,ON
35,23,70,40,ON
22,2,44,64,OFF
90,33,35,46,ON
48,6,23,96,OFF
52,4,48,67,OFF
34,6,20,93,OFF
89,10,67,9,OFF
2,7,43,35,ON
45,18,62,81,OFF
30,4,34,11,ON
40,9,49,56,OFF
34,14,68,33,ON
14,13,47,91,OFF
88,4,48,101,OFF
10,10,61,20,ON
65,35,41,16,OFF
45,41,29,101,OFF
56,14,68,66,ON
40,13,52,60,OFF
42,13,70,101,OFF
55,12,39,42,ON
76,12,57,63,OFF
56,17,67,89,ON
47,26,36,47,ON
33,42,54,104,OFF
49,41,67,65,ON
84,2,45,49,OFF
75,28,24,43,ON
56,45,37,12,ON
1,25,43,48,ON
33,13,45,98,OFF
45,40,36,11,ON
31,12,64,105,OFF
3,28,30,64,ON
13,4,64,37,ON
2,45,36,107,OFF
71,23,42,105,OFF
17,6,22,92,OFF
9,41,28,81,ON
2,11,38,83,ON
56,28,53,9,ON
10,9,44,78,ON
12,2,57,100,OFF
21,14,30,0,ON
23,22,63,93,OFF
38,6,25,33,ON
44,45,21,80,ON
59,22,52,81,ON
40,15,69,34,ON
62,28,32,51,ON
35,20,69,56,ON
41,9,30,0,OFF
29,16,54,6,ON
61,45,45,78,ON
20,12,50,94,OFF
57,11,35,107,OFF
90,1,37,88,OFF
87,43,45,25,OFF
58,17,46,37,ON
3,16,70,89,ON
81,19,61,40,OFF
26,20,58,76,OFF
57,3,22,57,OFF
85,1,47,25,OFF
72,31,56,100,OFF
83,8,61,52,OFF
34,15,45,77,ON
16,44,30,64,ON
75,12,30,99,OFF
50,10,50,103,OFF
90,16,25,51,OFF
84,39,25,64,ON
45,9,65,60,ON
69,9,23,41,OFF
59,17,37,7,ON
25,17,29,25,ON
34,16,53,63,OFF
9,29,56,2,ON
83,24,39,93,OFF
31,2,44,72,OFF
84,5,33,5,OFF
10,4,57,44,ON
50,0,41,23,OFF
62,42,36,102,OFF
26,41,46,13,ON
68,21,31,27,OFF
30,35,36,13,ON
1,36,46,107,OFF
29,25,56,46,ON
65,23,40,79,ON
8,31,63,17,ON
57,27,46,79,ON
28,42,20,18,ON
14,14,23,81,ON
62,1,21,38,OFF
71,30,42,51,ON
89,13,27,85,OFF
79,2,24,9,OFF
87,32,45,91,OFF
31,15,66,27,ON
67,20,52,72,OFF
24,44,28,38,ON
79,26,46,22,OFF
61,45,47,60,ON
47,31,53,21,ON
62,9,58,61,OFF
7,9,31,105,OFF
23,8,32,0,OFF
78,9,53,99,OFF
33,18,65,16,ON
50,44,24,71,ON
81,23,63,45,OFF
16,27,44,26,ON
28,41,56,94,OFF
56,2,21,52,OFF
74,20,41,37,OFF
70,15,36,38,OFF
16,10,38,26,ON
16,31,49,79,ON
1,23,59,106,OFF
56,31,36,99,OFF
42,35,39,108,OFF
87,33,45,110,OFF
58,6,43,91,OFF
59,30,56,38,ON
77,39,28,73,ON
37,12,27,74,OFF
84,35,44,26,OFF
38,26,64,56,ON
66,15,70,61,ON
36,19,21,3,ON
3,34,59,92,OFF
24,41,68,43,ON
47,20,53,64,OFF
34,43,25,87,ON
79,25,63,22,OFF
66,32,30,21,OFF
36,31,38,33,ON
36,14,52,103,OFF
40,3,69,33,ON
78,30,57,41,ON
60,39,46,67,ON
79,20,66,22,OFF
6,1,51,61,ON
9,32,55,10,ON
75,30,62,35,OFF
74,11,58,102,OFF
55,42,51,56,ON
40,14,64,80,ON
48,5,28,65,OFF
77,40,35,68,ON
71,26,50,28,OFF
49,12,24,39,ON
55,7,60,25,ON
66,14,41,94,OFF
16,13,53,79,ON
77,24,69,49,ON
15,40,49,6,ON
54,12,46,67,OFF
58,3,22,1,OFF
88,16,44,17,OFF
76,7,25,51,OFF
66,43,60,75,ON
6,0,20,95,OFF
68,28,32,106,OFF
31,20,62,26,ON
18,42,58,95,OFF
80,31,25,107,OFF
19,2,39,99,OFF
67,19,64,32,OFF
87,13,29,19,OFF
40,43,24,19,ON
33,19,26,103,OFF
82,36,36,26,OFF
41,13,21,95,OFF
16,12,52,45,ON
78,13,60,51,OFF
45,7,63,7,OFF
61,33,61,84,ON
49,14,47,16,ON
57,0,52,96,OFF
66,29,20,97,OFF
22,23,23,77,ON
88,13,44,39,OFF
41,12,49,65,OFF
83,3,24,83,OFF
61,8,45,0,OFF
61,1,70,18,OFF
9,44,26,50,ON
17,44,55,63,ON
14,7,60,10,ON
84,21,66,3,OFF
32,9,51,37,OFF
3,33,41,98,OFF
75,2,61,88,OFF
29,26,24,52,ON
31,25,26,55,OFF
30,23,51,8,ON
15,45,43,51,ON
2,15,44,4,ON
51,16,42,7,ON
51,21,46,77,ON
85,30,48,101,OFF
44,28,47,64,ON
5,40,35,36,ON
10,18,28,74,ON
10,10,41,40,ON
49,1,69,98,OFF
69,27,31,106,OFF
6,9,64,88,ON
72,40,67,99,OFF
23,41,23,61,ON
36,30,31,93,OFF
51,0,48,83,OFF
28,33,69,70,ON
59,24,50,39,ON
20,28,65,94,OFF
36,2,56,34,ON
80,17,20,17,OFF
1,32,25,85,ON
4,37,30,100,OFF
4,24,56,89,ON
79,42,32,24,OFF
79,10,24,99,OFF
51,44,69,41,ON
61,44,30,83,ON
5,11,65,8,ON
35,19,36,30,ON
33,10,53,49,OFF
2,37,70,103,OFF
25,37,66,77,ON
81,42,38,63,ON
61,5,35,108,OFF
40,43,64,10,ON
35,29,58,105,OFF
63,39,22,85,ON
70,18,61,97,OFF
23,9,53,57,OFF
24,14,24,98,OFF
43,13,34,4,ON
51,16,39,73,ON
4,39,60,33,ON
37,18,63,56,OFF
79,24,60,84,OFF
69,45,36,94,OFF
24,36,67,61,ON
5,4,25,33,ON
65,22,29,32,OFF
16,9,28,76,ON
2,20,24,47,ON
34,34,42,102,OFF
9,1,44,41,ON
85,16,36,73,ON
82,11,63,37,OFF
39,23,23,64,ON
19,39,23,57,ON
72,13,37,100,OFF
11,11,70,59,ON
19,32,70,68,ON
13,12,22,66,ON
11,17,47,63,ON
29,45,65,93,OFF
68,2,70,27,OFF
89,6,70,0,OFF
65,39,20,79,ON
61,3,43,69,OFF
21,0,69,24,OFF
56,34,22,98,OFF
48,33,26,57,ON
35,11,41,86,ON
79,42,22,8,OFF
29,37,47,80,ON
50,16,49,85,OFF
71,27,26,34,OFF
26,4,41,60,OFF
66,13,34,65,ON
90,29,70,48,ON
21,37,63,79,ON
85,31,31,92,OFF
43,0,26,88,OFF
59,19,64,95,OFF
6,2,27,87,ON
28,41,65,66,ON
56,33,45,105,OFF
58,27,61,11,ON
36,21,59,40,OFF
69,1,22,6,OFF
53,5,62,93,OFF
15,9,53,50,ON
78,9,24,78,OFF
53,30,41,0,ON
89,28,22,27,OFF
80,14,35,79,ON
90,40,62,11,OFF
54,18,54,5,ON
32,22,40,105,OFF
29,10,68,16,ON
49,15,53,85,OFF
88,23,36,20,OFF
20,30,45,102,OFF
2,7,26,28,ON
42,2,41,62,OFF
21,37,25,38,ON
35,20,43,3,ON
3,7,34,78,ON
80,28,66,43,ON
89,28,27,103,OFF
89,13,28,58,OFF
1,36,50,89,ON
64,25,56,76,ON
20,41,56,61,ON
61,2,33,6,OFF
66,43,51,18,OFF
26,39,30,93,OFF
29,36,52,77,ON
50,26,69,57,ON
48,24,33,93,OFF
26,4,31,51,OFF
49,40,53,108,OFF
68,24,25,43,OFF
49,20,68,93,OFF
72,5,62,62,OFF
2,1,64,97,OFF
70,17,56,10,OFF
4,6,26,54,ON
59,23,65,50,ON
17,42,46,98,OFF
4,41,47,15,ON
12,45,59,64,ON
2,39,64,72,ON
23,33,45,49,ON
57,12,25,0,ON
36,18,66,52,ON
25,18,66,21,ON
51,16,31,69,OFF
38,2,55,12,ON
90,25,28,54,OFF
24,37,44,76,ON
29,22,37,106,OFF
20,0,40,109,OFF
24,45,59,93,OFF
88,41,37,67,ON
48,10,70,20,ON
25,9,41,76,ON
17,25,52,107,OFF
59,26,27,1,ON
89,7,52,67,OFF
58,10,67,97,OFF
41,20,30,2,ON
68,8,50,6,OFF
9,19,67,57,ON
76,26,29,91,OFF
49,30,67,96,OFF
38,5,21,37,ON
3,15,58,54,ON
41,36,50,97,OFF
20,6,46,82,ON
70,23,53,20,OFF
26,0,58,61,OFF
62,28,60,41,OFF
50,1,51,45,OFF
72,13,69,83,ON
9,32,61,76,ON
88,12,43,42,ON
60,35,64,78,ON
80,1,65,50,ON
44,14,50,56,OFF
1,29,70,3,ON
43,20,36,59,ON
76,42,30,17,OFF
8,26,64,19,ON
38,45,30,72,ON
19,38,60,108,OFF
87,4,22,72,OFF
5,25,48,73,ON
18,44,31,100,OFF
45,4,44,22,ON
16,13,45,57,ON
82,0,23,62,OFF
22,13,25,68,OFF
66,2,58,76,OFF
65,30,21,85,ON
31,37,25,30,ON
5,15,59,12,ON
80,10,38,47,ON
38,39,26,17,ON
26,9,23,41,OFF
66,17,30,101,OFF
75,28,22,11,OFF
79,29,70,15,OFF
10,23,55,13,ON
18,26,50,10,ON
5,10,63,84,ON
13,22,29,88,ON
81,31,55,61,ON
12,25,46,102,OFF
53,11,44,30,ON
68,38,41,99,OFF
73,5,56,65,OFF
29,35,63,106,OFF
82,1,46,71,OFF
51,20,70,4,ON
59,21,41,68,ON
9,44,44,52,ON
4,16,68,87,ON
27,34,61,50,ON
71,1,60,110,OFF
84,8,43,34,OFF
36,17,32,99,OFF
59,32,35,46,ON
59,23,51,32,ON
76,25,49,11,OFF
2,33,70,71,ON
32,33,64,29,ON
39,43,38,51,ON
3,34,48,51,ON
50,29,57,23,ON
38,23,37,64,ON
44,13,44,46,ON
87,10,29,29,OFF
15,21,38,42,ON
86,19,33,102,OFF
74,9,50,66,OFF
72,26,48,93,OFF
31,9,21,55,OFF
52,36,55,71,ON
41,23,64,32,ON
44,15,70,92,OFF
46,0,20,86,OFF
23,22,32,46,ON
73,40,59,80,ON
86,22,36,51,ON
19,12,35,16,ON
37,2,50,31,ON
14,21,43,43,ON
10,36,33,36,ON
14,3,57,36,ON
68,13,64,34,OFF
60,1,65,51,ON
4,31,51,29,ON
89,25,64,12,OFF
29,16,39,97,OFF
9,43,50,79,ON
49,35,26,90,ON
38,12,65,110,OFF
46,2,50,25,ON
78,5,30,11,OFF
28,9,44,35,OFF
2,11,54,86,ON
58,10,34,60,ON
1,0,52,86,ON
79,9,25,62,OFF
1,42,26,32,ON
62,3,48,85,OFF
11,25,26,43,ON
58,3,53,51,OFF
37,26,58,16,ON
38,39,40,53,ON
36,21,34,101,OFF
4,6,28,33,ON
16,20,28,63,ON
36,7,39,47,ON
18,43,43,71,ON
13,8,53,27,OFF
77,4,26,84,OFF
13,33,66,60,ON
83,6,26,33,OFF
7,18,23,80,ON
55,4,40,101,OFF
58,14,59,67,OFF
63,25,21,103,OFF
80,22,53,2,OFF
42,43,69,68,ON
27,20,21,80,OFF
2,7,65,57,ON
88,11,57,13,OFF
65,7,44,3,OFF
67,8,58,96,OFF
56,34,48,38,ON
28,32,43,25,ON
85,20,30,55,OFF
56,15,21,61,OFF
1,36,47,45,ON
60,23,34,107,OFF
18,28,50,31,ON
52,40,27,96,OFF
77,8,33,92,OFF
39,37,52,15,ON
14,12,36,10,ON
29,30,38,0,ON
61,34,23,94,OFF
5,38,30,82,ON
52,10,46,76,OFF
35,42,70,94,OFF
1,18,38,98,OFF
32,36,50,17,ON
40,8,62,61,OFF
86,18,27,11,OFF
79,37,42,74,ON
60,24,57,81,OFF
46,3,45,84,OFF
41,44,49,72,ON
57,43,47,66,ON
39,1,53,87,OFF
69,35,52,109,OFF
7,24,54,92,OFF
55,25,42,100,OFF
82,19,49,89,ON
67,0,46,86,OFF
33,20,45,39,ON
25,39,64,68,ON
67,35,37,38,OFF
85,43,64,24,OFF
60,34,58,76,ON
37,12,67,47,ON
22,26,49,83,ON
19,44,60,74,ON
72,16,33,91,OFF
55,8,47,64,OFF
41,35,63,8,ON
10,36,60,12,ON
38,10,33,74,ON
12,7,68,91,OFF
12,14,55,15,ON
46,29,50,94,OFF
82,12,59,87,OFF
64,11,25,28,OFF
62,42,26,6,ON
11,3,36,17,ON
6,24,28,16,ON
77,9,69,99,OFF
48,21,26,100,OFF
26,12,58,73,OFF
52,27,43,80,ON
52,4,51,36,ON
71,34,38,31,OFF
8,4,42,21,ON
6,1,37,39,OFF
88,25,59,3,OFF
70,7,38,24,OFF
18,11,28,89,ON
66,9,38,31,OFF
83,43,48,20,OFF
85,34,35,97,OFF
41,44,53,92,OFF
85,29,63,12,OFF
50,40,28,40,ON
74,39,65,22,OFF
14,45,32,51,ON
88,33,52,79,ON
17,33,65,6,ON
16,37,63,41,ON
89,4,20,94,OFF
77,39,63,0,OFF
43,30,49,85,ON
18,34,59,63,ON
2,3,47,50,ON
48,41,59,31,ON
42,14,46,40,OFF
59,24,55,60,ON
63,5,45,46,OFF
89,38,45,60,ON
76,32,26,68,ON
18,16,39,53,ON
18,0,56,62,ON
35,7,33,66,ON
74,40,30,19,OFF
45,18,25,86,OFF
30,1,39,3,OFF
17,5,38,72,ON
78,41,28,64,ON
67,10,59,30,OFF
1,11,24,0,ON
25,26,43,52,ON
30,11,47,61,OFF
87,45,47,15,OFF
86,15,64,39,OFF
79,40,66,103,OFF
9,45,26,93,OFF
27,28,27,76,ON
69,40,30,38,OFF
61,41,57,46,ON
39,13,60,4,ON
1,25,21,76,ON
69,22,64,54,ON
90,26,67,14,OFF
87,16,20,61,OFF
88,11,54,89,OFF
26,29,50,5,ON
9,11,47,55,ON
1,27,26,87,ON
76,27,21,10,OFF
7,41,35,94,OFF
10,12,28,20,ON
52,27,30,38,ON
45,8,60,74,OFF
8,42,36,94,OFF
75,16,41,87,ON
71,1,70,39,OFF
41,37,55,44,ON
89,43,54,17,OFF
82,38,38,70,ON
27,15,64,78,ON
76,30,40,17,OFF
52,26,31,26,ON
80,18,39,93,OFF
51,42,54,52,ON
50,41,25,27,ON
52,14,40,51,ON
26,10,51,28,ON
68,7,48,90,OFF
90,39,55,6,OFF
33,41,56,80,ON
49,2,42,105,OFF
7,41,48,31,ON
9,34,32,64,ON
39,13,53,41,OFF
66,11,46,53,OFF
16,44,48,104,OFF
66,21,20,84,ON
78,8,31,56,OFF
74,30,30,58,OFF
11,7,20,12,ON
48,39,56,26,ON
80,28,60,3,OFF
32,31,65,92,OFF
46,16,58,63,OFF
7,23,40,68,ON
34,10,61,94,OFF
33,22,70,105,OFF
23,30,61,49,ON
10,18,61,100,OFF
9,30,43,50,ON
83,45,26,38,OFF
4,39,54,10,ON
11,8,46,20,OFF
29,35,65,51,ON
47,20,67,75,ON
10,24,65,52,ON
29,26,21,18,ON
60,5,31,37,OFF
16,14,59,96,OFF
31,13,27,61,OFF
70,13,61,69,OFF
88,3,45,1,OFF
85,34,62,74,ON
88,19,34,49,ON
82,20,47,25,OFF
12,12,46,107,OFF
49,18,47,12,ON
33,18,43,79,ON
72,42,47,24,OFF
12,45,21,8,ON
63,32,35,37,OFF
37,7,20,44,OFF
89,33,52,43,ON
84,15,32,39,OFF
37,42,42,44,ON
53,38,27,104,OFF
36,13,21,2,ON
88,16,67,33,OFF
32,7,25,86,OFF
73,43,44,30,OFF
66,7,36,47,ON
19,9,34,15,OFF
73,8,55,4,OFF
90,12,63,68,OFF
75,43,47,53,ON
76,22,21,75,ON
43,7,70,36,ON
3,19,67,61,ON
62,19,33,45,ON
59,23,51,97,OFF
19,23,64,100,OFF
89,9,52,5,OFF
85,27,53,93,OFF
85,26,45,98,OFF
73,19,26,60,OFF
83,16,68,78,ON
14,28,36,52,ON
68,27,53,62,ON
76,34,29,92,OFF
36,15,46,109,OFF
39,20,49,94,OFF
74,19,27,74,OFF
38,45,58,58,ON
4,29,57,72,ON
33,2,28,40,OFF
11,44,60,20,ON
43,25,25,47,ON
3,6,54,2,OFF
83,9,34,93,OFF
67,5,60,103,OFF
66,1,59,89,OFF
61,10,40,97,OFF
74,35,55,97,OFF
32,12,28,23,ON
60,0,65,17,OFF
30,24,60,90,OFF
56,17,41,29,ON
50,43,55,27,ON
1,11,44,60,ON
46,0,51,98,OFF
52,29,64,107,OFF
53,27,31,50,OFF
89,29,37,80,ON
43,20,70,73,ON
9,38,53,58,ON
20,9,47,51,ON
32,26,26,51,OFF
25,36,29,104,OFF
82,31,30,2,OFF
44,7,69,57,ON
90,15,26,46,OFF
33,34,37,38,ON
32,45,30,83,ON
51,37,21,96,OFF
54,32,46,82,ON
75,30,23,34,OFF
69,5,52,89,OFF
45,45,64,18,ON
53,37,70,72,ON
59,11,66,97,OFF
52,26,22,92,OFF
86,9,47,42,OFF
61,2,44,12,OFF
24,26,55,95,OFF
61,44,27,88,ON
12,0,40,16,OFF
3,11,20,61,ON
70,3,55,6,OFF
27,24,28,78,OFF
41,28,23,106,OFF
54,21,27,41,OFF
29,37,40,11,ON
61,6,64,8,OFF
83,41,20,35,OFF
41,41,24,40,ON
15,44,68,11,ON
53,37,45,18,ON
56,16,26,95,OFF
42,9,41,11,OFF
50,25,67,10,ON
35,34,20,73,ON
59,3,38,13,OFF
88,9,48,101,OFF
15,21,65,40,ON
66,31,29,67,ON
78,9,68,48,ON
86,20,64,26,OFF
17,45,61,65,ON
57,27,34,41,ON
39,28,66,13,ON
77,38,41,70,ON
50,27,39,22,ON
21,28,45,3,ON
77,20,69,103,OFF
2,45,24,39,ON
89,36,20,91,OFF
83,43,40,8,OFF
27,28,53,27,ON
50,27,28,58,OFF
31,20,55,102,OFF
50,1,49,25,OFF
6,3,37,96,OFF
18,4,54,107,OFF
89,34,40,10,OFF
14,37,32,25,ON
47,13,33,25,ON
52,34,33,0,ON
42,24,48,20,OFF
87,20,47,20,OFF
28,27,23,59,ON
74,44,48,107,OFF
83,7,62,53,OFF
49,31,20,54,ON
68,35,51,38,OFF
26,21,45,106,OFF
19,27,41,46,ON
36,37,65,56,ON
47,5,70,81,OFF
71,40,31,93,OFF
85,22,45,3,OFF
64,9,29,110,OFF
81,40,69,4,OFF
43,35,57,16,ON
37,29,40,28,ON
88,13,46,80,OFF
39,0,51,68,OFF
67,1,60,66,OFF
86,32,51,8,OFF
18,7,34,77,ON
59,2,57,93,OFF
75,38,68,34,OFF
62,14,62,105,OFF
42,17,37,67,ON
79,37,39,99,OFF
59,40,29,56,ON
83,0,23,59,OFF
71,42,55,32,OFF
25,5,28,73,OFF
11,22,65,32,ON
42,15,35,43,ON
29,24,69,17,ON
66,15,62,99,OFF
36,45,66,15,ON
82,30,20,84,ON
2,32,39,18,ON
81,28,47,67,ON
85,22,68,13,OFF
65,24,21,91,OFF
8,35,45,54,ON
83,43,27,27,OFF
32,12,21,108,OFF
36,23,70,49,ON
79,5,25,17,OFF
21,30,45,30,ON
20,34,51,72,ON
76,29,55,39,OFF
40,34,26,57,ON
64,42,46,88,ON
84,8,49,33,OFF
73,43,60,32,OFF
26,19,47,99,OFF
81,4,42,44,OFF
4,45,67,110,OFF
36,39,69,78,ON
75,10,25,46,OFF
52,40,33,65,ON
70,13,39,44,ON
37,17,48,8,ON
86,23,22,65,ON
17,31,31,80,ON
60,36,32,23,OFF
77,14,40,61,ON
66,16,37,104,OFF
80,45,64,109,OFF
7,34,44,26,ON
68,31,28,66,ON
20,11,55,14,ON
84,37,21,103,OFF
40,40,66,24,ON
2,31,68,6,ON
34,1,38,29,OFF
2,30,65,83,ON
25,2,38,40,OFF
31,23,70,34,ON
88,19,41,72,ON
78,23,45,6,OFF
71,27,35,110,OFF
46,27,50,103,OFF
39,21,21,74,ON
77,37,30,0,OFF
85,37,60,14,OFF
74,19,48,72,ON
55,42,43,5,ON
45,22,28,89,OFF
46,8,31,70,OFF
36,26,27,75,OFF
28,7,65,5,OFF
61,34,54,103,OFF
40,16,32,81,ON
18,14,27,45,ON
9,43,51,58,ON
48,37,35,91,OFF
28,9,47,47,OFF
78,31,35,17,OFF
55,35,68,51,ON
69,0,33,7,OFF
9,22,70,23,ON
57,39,48,103,OFF
21,12,67,94,OFF
88,20,50,80,ON
46,42,20,14,ON
45,0,22,42,OFF
77,29,40,82,ON
17,21,52,82,ON
45,24,37,31,OFF
58,10,61,82,OFF
52,31,40,57,ON
33,1,32,62,ON
16,39,64,92,OFF
1,31,65,62,ON
40,24,41,108,OFF
44,16,34,22,OFF
37,36,25,53,ON
86,20,27,19,OFF
17,33,21,57,ON
1,13,47,90,ON
23,39,35,80,ON
62,21,42,38,OFF
44,40,31,51,ON
45,37,65,15,ON
59,27,42,110,OFF
62,24,63,71,OFF
38,8,32,16,OFF
34,34,65,88,ON
28,3,70,60,OFF
30,14,41,29,ON
39,13,26,94,OFF
43,11,28,7,ON
62,16,64,38,OFF
6,12,60,61,ON
56,5,39,4,OFF
30,19,33,76,ON
42,43,60,107,OFF
40,22,36,87,ON
74,9,35,47,ON
20,34,33,92,OFF
45,2,31,84,OFF
4,14,55,30,ON
59,31,42,38,ON
80,25,24,93,OFF
10,39,66,63,ON
84,8,65,32,OFF
54,13,20,95,OFF
79,7,61,32,OFF
79,30,46,51,ON
11,22,51,22,ON
46,44,47,34,ON
74,18,63,69,OFF
56,11,36,12,ON
24,19,70,106,OFF
62,28,30,74,OFF
55,39,20,15,ON
65,36,35,91,OFF
47,10,39,58,ON
53,37,30,83,ON
33,35,38,26,ON
21,7,38,43,ON
1,9,57,92,OFF
42,41,33,54,ON
85,37,44,4,OFF
38,10,51,108,OFF
38,38,54,93,OFF
47,42,68,50,ON
19,19,32,32,ON
74,40,22,54,ON
57,22,46,51,ON
75,9,41,83,ON
39,39,22,33,ON
87,9,31,65,OFF
86,45,67,77,ON
45,22,68,69,ON
56,11,66,71,ON
51,3,70,63,OFF
52,36,22,60,ON
25,12,63,59,OFF
61,42,58,107,OFF
24,43,40,41,ON
8,21,45,106,OFF
39,16,47,82,ON
6,19,32,34,ON
78,12,70,52,ON
62,7,27,24,OFF
4,41,31,15,ON
63,39,25,5,ON
36,17,29,88,OFF
15,32,48,104,OFF
61,18,52,64,OFF
8,11,39,89,ON
39,2,43,44,OFF
49,20,69,20,ON
46,36,64,31,ON
69,41,27,9,ON
56,8,54,69,OFF
67,14,42,68,ON
51,4,48,106,OFF
18,29,39,8,ON
54,21,21,73,ON
88,36,45,80,ON
64,19,31,20,OFF
23,4,58,52,OFF
31,26,66,106,OFF
12,23,52,12,ON
26,16,31,69,OFF
77,11,62,25,OFF
62,38,30,54,ON
78,33,40,88,ON
71,31,68,54,ON
27,31,27,16,ON
66,1,32,49,ON
89,41,39,109,OFF
21,20,43,37,ON
79,7,36,11,OFF
58,13,36,90,ON
46,35,24,44,ON
37,4,31,68,OFF
11,38,39,50,ON
80,31,37,36,OFF
40,0,30,48,OFF
50,43,58,30,ON
1,26,64,0,ON
36,7,49,54,OFF
1,28,39,48,ON
4,21,41,17,ON
47,38,60,69,ON
68,7,43,20,OFF
52,24,20,28,ON
31,1,48,89,OFF
15,34,46,54,ON
15,0,45,21,OFF
18,32,62,18,ON
63,31,37,4,ON
90,5,28,60,OFF
77,2,20,95,OFF
82,6,44,100,OFF
49,29,29,30,ON
24,8,28,48,OFF
83,42,42,78,ON
39,7,45,89,OFF
56,35,66,45,ON
68,12,20,93,OFF
2,30,63,94,OFF
75,13,51,37,OFF
42,6,23,39,ON
5,14,64,24,ON
67,18,60,35,OFF
55,21,23,51,OFF
71,35,57,110,OFF
41,11,21,87,OFF
10,16,61,107,OFF
31,0,70,36,OFF
7,27,37,10,ON
55,43,38,20,ON
85,16,23,58,OFF
32,20,59,94,OFF
88,2,22,20,OFF
33,9,48,105,OFF
73,10,59,31,OFF
34,34,61,13,ON
51,12,35,99,OFF
80,20,63,83,OFF
25,19,34,17,ON
1,38,31,17,ON
67,13,25,84,OFF
56,8,28,3,OFF
37,9,44,77,OFF
37,41,62,84,ON
34,6,42,87,OFF
69,41,36,95,OFF
36,43,20,55,ON
38,43,64,64,ON
22,43,28,10,ON
43,29,46,32,ON
24,31,40,22,ON
70,6,31,0,OFF
73,17,31,103,OFF
81,43,28,51,ON
45,34,57,102,OFF
81,13,33,79,ON
21,29,44,76,ON
35,38,40,5,ON
34,3,63,3,OFF
88,32,40,91,OFF
67,44,21,107,OFF
31,41,52,71,ON
80,39,33,24,OFF
8,11,51,34,ON
20,40,35,72,ON
24,28,57,60,ON
78,12,23,18,OFF
21,7,68,10,ON
61,26,29,92,OFF
36,8,45,59,OFF
2,26,35,80,ON
38,39,59,77,ON
55,17,50,22,ON
44,21,38,67,ON
90,29,54,21,OFF
27,23,44,58,ON
32,37,33,72,ON
61,2,37,92,OFF
62,13,26,40,OFF
43,2,29,68,OFF
84,10,47,27,OFF
85,21,48,92,OFF
68,10,35,97,OFF
68,18,44,35,OFF
24,9,40,42,ON
21,35,66,97,OFF
75,33,65,82,ON
56,23,61,91,OFF
81,37,65,21,OFF
35,43,35,85,ON
70,5,33,48,ON
67,19,33,86,ON
12,5,23,73,ON
13,7,44,41,ON
1,27,55,86,ON
